,rooms,garages,useful_area,latitude,longitude,value,interior_quality,time_on_market,sold
6077,4.0,4.0,220,-23.605685,-46.626752,1979800,3,86,0
9913,1.0,1.0,50,-23.5601234,-46.6601232,733506,2,13,1
9176,3.0,2.0,125,-23.5860582,-46.6863268,1536580,2,2,0
785,3.0,2.0,107,-23.5293759,-46.6900652,1174740,3,98,0
15198,2.0,1.0,86,-23.6028901,-46.6773936,790608,3,47,0
14667,1.0,1.0,60,-23.5574871,-46.6798912,594020,3,28,0
5212,1.0,1.0,50,-23.551913,-46.645289,964503,3,27,1
740,3.0,2.0,95,-23.5417566,-46.7017618,1030090,1,13,1
2549,2.0,2.0,110,-23.6380119,-46.6691809,764723,3,59,1
15118,2.0,1.0,60,-23.5649466,-46.5959634,274901,3,39,0
11205,4.0,4.0,300,-23.6366667,-46.73,2011940,3,127,1
3490,4.0,3.0,160,-23.5999068,-46.6732329,1821720,3,18,1
1120,2.0,3.0,200,-23.5499502,-46.6901484,2253400,3,108,0
5966,2.0,1.0,61,-23.6171446,-46.6326636,532688,2,3,0
15448,3.0,3.0,208,-23.600422,-46.6803168,3113460,3,21,1
12727,4.0,3.0,197,-23.6279769,-46.7304847,1011640,3,18,1
8254,3.0,2.0,85,-23.538259,-46.6669164,616936,3,179,0
9276,3.0,3.0,200,-23.5819864,-46.6781306,2532560,3,30,1
6634,2.0,2.0,60,-23.5894583,-46.6069747,597816,2,25,0
10700,3.0,1.0,120,-23.5639412,-46.6610367,1922350,3,6,1
5452,2.0,2.0,109,-23.5598988,-46.6741881,1152040,1,12,1
15040,3.0,1.0,64,-23.5486537,-46.5953517,413991,1,44,0
4,1.0,1.0,38,-23.5409841,-46.6838043,492238,3,64,1
4485,2.0,1.0,70,-23.5406704,-46.6496362,573488,1,152,1
3668,6.0,12.0,1379,-23.5904544,-46.668906,47735900,3,2,0
6895,2.0,2.0,65,-23.5749713,-46.6240537,653219,3,55,1
14522,4.0,2.0,123,-23.583884,-46.631107,1317350,3,117,0
4747,4.0,4.0,980,-23.5399007,-46.659869,8671860,3,138,0
3614,3.0,2.0,132,-23.600351,-46.6686033,2049920,3,164,0
268,4.0,2.0,140,-23.5249979,-46.7309089,1319610,3,6,1
9319,3.0,4.0,161,-23.586757,-46.678358,2304190,3,10,1
3489,3.0,2.0,182,-23.60053,-46.6684884,2033270,1,33,1
2757,4.0,3.0,240,-23.6345889,-46.6985232,1705600,2,70,1
2896,4.0,3.0,210,-23.6170968,-46.6793154,1958880,2,109,0
7434,4.0,2.0,95,-23.501634,-46.6374186,917571,2,69,1
15635,4.0,3.0,201,-23.6057736,-46.6688365,2822390,3,29,0
12624,4.0,3.0,185,-23.6060907,-46.7013914,1593660,3,29,0
12340,4.0,4.0,675,-23.6216728,-46.7338249,4821170,3,22,0
12296,5.0,4.0,405,-23.6264887,-46.7235274,3858260,3,7,1
11259,4.0,4.0,241,-23.6364718,-46.7276921,2409150,3,60,1
12755,4.0,4.0,240,-23.6211923,-46.7376911,1574480,2,20,1
617,4.0,4.0,440,-23.5333002,-46.6843978,3810540,2,55,1
5487,3.0,2.0,100,-23.5573296,-46.6786312,1307480,3,87,0
7294,4.0,6.0,847,-23.5381695,-46.666538,10444900,3,0,0
9879,3.0,1.0,110,-23.5616384,-46.6477036,1043580,3,21,1
7336,2.0,1.0,70,-23.538057,-46.6696001,601170,2,10,0
15019,4.0,3.0,274,-23.5503549,-46.5926433,2032520,3,3,1
3438,3.0,1.0,126,-23.5656822,-46.6865501,1250910,3,51,1
11067,4.0,4.0,205,-23.6232341,-46.7195204,2443240,3,10,1
15474,1.0,1.0,35,-23.5893343,-46.6786127,346385,3,3,1
4981,3.0,1.0,183,-23.5376695,-46.6559869,1680110,3,18,1
3703,4.0,3.0,302,-23.5899414,-46.6706419,4179290,3,32,0
3689,4.0,4.0,315,-23.5919635,-46.6686026,6142730,3,69,1
15577,2.0,1.0,118,-23.5977601,-46.6820159,1139920,3,5,1
11393,3.0,1.0,62,-23.6279271,-46.7287496,413939,3,48,1
13457,1.0,1.0,50,-23.5983982,-46.6421498,531837,3,62,0
8208,4.0,6.0,411,-23.5360564,-46.6646961,7471520,3,20,0
2183,3.0,2.0,98,-23.6395628,-46.67019,670237,3,107,0
13582,2.0,1.0,72,-23.5811922,-46.6361036,609260,3,21,0
6421,2.0,1.0,33,-23.618514,-46.638441,290252,2,9,0
9204,3.0,2.0,150,-23.5810747,-46.6818187,1954890,3,72,1
14207,2.0,1.0,110,-23.5702882,-46.6473018,1168950,3,78,0
4539,5.0,3.0,676,-23.545848,-46.6558573,7850110,3,146,1
4733,1.0,1.0,42,-23.5516449,-46.6526485,619842,1,17,0
10755,4.0,2.0,300,-23.5662608,-46.6645722,4805210,3,94,1
5352,3.0,3.0,220,-23.5566683,-46.6777917,1914140,2,137,0
8861,3.0,4.0,229,-23.5794712,-46.6700669,3859720,2,92,0
15197,2.0,1.0,60,-23.5970856,-46.6748584,736361,3,48,0
12121,4.0,3.0,138,-23.6247075,-46.6968027,1460690,3,23,0
6550,4.0,5.0,314,-23.612362,-46.635134,3931230,2,0,1
16950,3.0,4.0,270,-23.5607573,-46.6662826,5428040,2,33,1
6202,2.0,1.0,70,-23.5967387,-46.6284022,512143,3,145,0
8481,4.0,3.0,168,-23.533392,-46.6634114,1531580,3,68,1
14942,2.0,1.0,62,-23.5585603,-46.5922844,540363,3,2,1
11863,1.0,1.0,70,-23.6280641,-46.718925,623681,3,1,0
4675,2.0,1.0,120,-23.5467011,-46.6583527,1344770,3,3,0
9545,4.0,4.0,467,-23.5671962,-46.6651609,8382900,2,24,0
8958,4.0,5.0,460,-23.5875001,-46.685563,8625780,3,86,0
813,2.0,1.0,49,-23.5197194,-46.7242167,489028,1,7,1
4812,3.0,1.0,166,-23.5465668,-46.6550122,1347480,1,78,1
11350,2.0,1.0,50,-23.6262328,-46.6942836,556127,3,53,1
4842,3.0,2.0,255,-23.5401032,-46.6615045,2571790,3,22,1
11837,4.0,3.0,198,-23.6280898,-46.732982,1741860,3,59,1
14901,3.0,2.0,72,-23.5613211,-46.6031008,485454,3,11,1
5776,3.0,2.0,81,-23.6047469,-46.6211567,805315,3,7,1
2831,1.0,1.0,38,-23.6225658,-46.6829179,434778,2,38,0
17681,4.0,4.0,170,-23.5541427,-46.5689368,1236070,2,95,0
7846,3.0,2.0,77,-23.5236789,-46.6838611,906042,2,3,1
12880,3.0,3.0,104,-23.6281839,-46.6934048,932758,3,117,1
11621,4.0,2.0,205,-23.5979785,-46.7164256,1006220,3,18,1
6608,2.0,1.0,67,-23.6440701,-46.6391167,427436,3,4,1
17143,4.0,2.0,130,-23.572296,-46.6340494,1030270,3,22,0
13347,3.0,1.0,92,-23.5740156,-46.6481347,931660,3,11,0
5658,3.0,1.0,63,-23.626816,-46.604983,308255,2,89,1
13552,4.0,4.0,184,-23.57637,-46.6373991,2534740,3,28,1
13976,4.0,3.0,224,-23.6026235,-46.6404826,1891040,3,34,0
11396,2.0,1.0,57,-23.6255028,-46.7215823,679340,3,56,1
10920,4.0,3.0,184,-23.61036,-46.7316095,922300,3,33,1
5830,1.0,2.0,70,-23.6289504,-46.6360883,706564,3,153,0
8433,3.0,1.0,140,-23.534274,-46.653425,1516830,3,28,1
257,2.0,1.0,70,-23.5243286,-46.7093499,412664,3,39,0
11864,3.0,2.0,71,-23.634242,-46.7352068,846195,3,22,1
1987,1.0,1.0,49,-23.6205684,-46.6772197,596097,2,19,1
7033,3.0,1.0,125,-23.5715416,-46.6242148,1057740,3,58,1
16515,4.0,3.0,197,-23.6124623,-46.6606875,2006360,2,46,1
17641,3.0,1.0,121,-23.5696204,-46.6340114,789436,2,34,1
17103,2.0,1.0,85,-23.5610539,-46.6645282,803807,1,26,1
15384,2.0,2.0,80,-23.5942024,-46.6757376,1137030,3,75,0
13333,2.0,1.0,60,-23.5869704,-46.6386896,539451,3,17,1
6489,3.0,3.0,400,-23.6163665,-46.6235206,2434700,2,122,0
6424,3.0,2.0,140,-23.6025554,-46.6270564,1511320,3,68,0
11296,3.0,2.0,105,-23.5986007,-46.7243686,772830,3,112,1
15982,4.0,3.0,202,-23.6111079,-46.6617393,3478400,3,109,1
7806,3.0,1.0,130,-23.5378437,-46.6675098,813473,3,1,0
961,4.0,2.0,106,-23.5402342,-46.7154596,918535,1,90,1
14707,3.0,1.0,76,-23.5515271,-46.6021199,546063,3,2,0
13982,3.0,3.0,120,-23.5899612,-46.628627,993592,3,25,0
3442,2.0,2.0,120,-23.566573,-46.6982949,1605450,3,148,0
17506,2.0,1.0,80,-23.5596068,-46.6398971,558000,3,62,1
1635,3.0,2.0,97,-23.5278661,-46.7262357,1021120,1,117,1
13313,3.0,3.0,106,-23.590198,-46.6458711,1150730,3,103,0
6179,2.0,1.0,46,-23.6358001,-46.6389201,296209,3,46,1
14578,2.0,2.0,120,-23.5544632,-46.6820085,1038990,3,71,1
16111,2.0,1.0,47,-23.6404864,-46.6526494,363680,3,122,0
16862,4.0,3.0,140,-23.5642203,-46.6691005,1682830,1,44,0
1809,4.0,2.0,144,-23.5410574,-46.6876898,1915740,2,14,1
6966,3.0,1.0,165,-23.577712,-46.6277983,1160250,2,46,0
17598,2.0,1.0,90,-23.5618751,-46.642907,696719,2,17,1
13852,2.0,1.0,80,-23.579098,-46.639674,920933,3,16,1
2790,4.0,3.0,117,-23.6062283,-46.673844,1477580,2,75,0
17181,2.0,1.0,130,-23.5692715,-46.6338198,661398,3,18,0
9102,1.0,1.0,73,-23.5800404,-46.6769017,1035460,3,128,0
12490,4.0,3.0,176,-23.6216337,-46.7372647,1031520,3,28,0
8276,4.0,3.0,162,-23.5020739,-46.6350033,1333410,2,3,1
9573,3.0,1.0,178,-23.5668676,-46.6673309,2314460,3,102,0
12937,3.0,2.0,108,-23.6315854,-46.7319074,952884,3,4,1
16585,3.0,3.0,239,-23.6069776,-46.6389819,2130540,2,64,1
15457,2.0,1.0,70,-23.5988447,-46.6812503,675106,3,134,1
435,2.0,2.0,97,-23.546768,-46.686565,792254,3,84,0
13252,4.0,5.0,440,-23.5893844,-46.6278914,4932790,2,15,1
5942,3.0,2.0,83,-23.6208549,-46.6359384,651806,3,143,0
2656,3.0,1.0,68,-23.6450796,-46.6678501,488727,3,48,1
10906,2.0,2.0,61,-23.601446,-46.717651,546853,3,54,0
13572,4.0,6.0,351,-23.5804374,-46.6542968,6150280,3,81,1
10331,4.0,4.0,399,-23.5642888,-46.6591768,6503450,3,15,1
15052,3.0,1.0,70,-23.579652,-46.5813599,495888,3,124,0
17006,3.0,1.0,117,-23.5594957,-46.6670544,1301360,1,13,1
17100,3.0,1.0,120,-23.5608361,-46.6684586,1656410,1,165,1
11517,4.0,3.0,115,-23.6426107,-46.7096361,889820,3,148,0
9831,4.0,2.0,167,-23.5690232,-46.6545346,1691700,3,45,1
6338,1.0,1.0,53,-23.6356453,-46.6380114,538682,3,22,1
14008,2.0,1.0,127,-23.5751187,-46.6469887,1250990,2,47,1
6113,3.0,2.0,91,-23.6003789,-46.6205955,821285,3,15,1
10628,3.0,4.0,190,-23.5736398,-46.659598,3410680,1,118,0
17675,3.0,3.0,179,-23.5301937,-46.5774651,1517770,3,31,0
15071,1.0,1.0,50,-23.5581241,-46.605243,370310,3,3,1
4486,4.0,3.0,310,-23.5421956,-46.6637814,3969670,3,70,1
8548,3.0,1.0,121,-23.534986,-46.659099,1067700,2,16,1
11934,5.0,4.0,320,-23.6109774,-46.6908161,3086860,1,69,1
7422,3.0,2.0,115,-23.5394916,-46.6704893,1267350,2,107,1
1717,2.0,1.0,60,-23.5445803,-46.6895035,579895,3,112,0
15456,4.0,6.0,332,-23.5898296,-46.6835798,5531260,3,93,0
9285,3.0,2.0,170,-23.5800625,-46.6757963,2186670,3,2,1
5832,2.0,2.0,66,-23.6085072,-46.624054,701622,3,76,1
5945,2.0,1.0,56,-23.6104173,-46.6303846,437276,2,3,1
5726,2.0,1.0,70,-23.603812,-46.616934,409797,3,18,0
10446,3.0,2.0,190,-23.5618344,-46.6469771,1577720,2,18,1
5399,4.0,4.0,185,-23.5571715,-46.6740907,1663620,2,33,0
11348,1.0,2.0,90,-23.601446,-46.717651,806832,3,59,0
2193,3.0,1.0,115,-23.6408494,-46.6638568,960833,3,13,1
17882,2.0,2.0,102,-23.5617943,-46.5801628,755433,3,18,1
450,3.0,1.0,105,-23.526848,-46.6896685,902791,2,159,0
14342,2.0,1.0,90,-23.5751187,-46.6469887,886526,3,9,1
12496,4.0,6.0,406,-23.6053936,-46.7080782,3498180,3,21,0
17470,3.0,2.0,100,-23.5636237,-46.642321,850325,2,0,1
14078,3.0,2.0,69,-23.5723732,-46.6504663,744326,2,58,1
13723,2.0,1.0,60,-23.5816311,-46.6361994,300326,3,17,0
2321,3.0,1.0,90,-23.6151182,-46.678871,785744,3,61,0
17350,4.0,3.0,185,-23.571668,-46.6343423,1678250,2,41,1
1222,3.0,1.0,127,-23.539239,-46.680245,1252460,1,49,1
12808,3.0,2.0,119,-23.636007,-46.732611,655278,3,27,0
7893,3.0,2.0,160,-23.538436,-46.6684879,1206170,3,45,1
2716,2.0,1.0,96,-23.6192829,-46.6753207,673272,2,10,0
16396,3.0,2.0,100,-23.6005505,-46.6481181,1417310,2,89,1
6490,4.0,4.0,228,-23.5931169,-46.6249296,2039110,3,78,1
9163,4.0,6.0,849,-23.5823992,-46.6687605,11507500,2,15,1
7272,2.0,1.0,70,-23.5718788,-46.6252054,684875,3,58,1
11177,4.0,3.0,200,-23.5917933,-46.7180254,2820790,2,15,0
8174,3.0,1.0,117,-23.5316775,-46.6833566,924559,2,76,1
15842,4.0,3.0,216,-23.6117444,-46.6585231,2396520,3,3,0
13128,3.0,2.0,103,-23.5840133,-46.645578,1201810,3,76,1
11632,2.0,2.0,53,-23.6370434,-46.738245,545469,3,30,0
6422,2.0,1.0,95,-23.6046674,-46.6212012,802755,3,19,1
11821,1.0,1.0,38,-23.6261708,-46.7356607,306450,2,26,1
11865,3.0,2.0,93,-23.6104825,-46.6913826,937586,3,99,0
2737,4.0,3.0,380,-23.6385523,-46.6999185,2693360,3,44,1
12132,2.0,2.0,79,-23.6177713,-46.7380564,532687,3,24,0
13655,2.0,1.0,75,-23.5965348,-46.645581,580724,3,9,1
16185,4.0,4.0,400,-23.6042507,-46.6559941,3956020,2,1,1
10197,4.0,6.0,539,-23.5711767,-46.6598617,9990540,3,86,1
4406,1.0,1.0,42,-23.5556347,-46.653766,409165,2,29,0
13657,3.0,1.0,108,-23.5870563,-46.6357437,971011,3,117,0
1636,3.0,3.0,130,-23.529927,-46.705438,1460930,3,62,1
13212,3.0,2.0,93,-23.5853719,-46.6436423,836149,3,9,0
17352,4.0,1.0,162,-23.5713184,-46.6349529,1123800,3,122,1
8286,2.0,1.0,78,-23.5340957,-46.6817341,670470,3,19,0
730,3.0,3.0,205,-23.5521455,-46.7197005,2472410,2,19,1
2330,3.0,2.0,80,-23.6262273,-46.6673476,903830,1,42,1
15708,2.0,2.0,112,-23.6050163,-46.6597926,1117970,1,13,0
13065,4.0,4.0,221,-23.6366667,-46.73,1516960,3,1,1
1324,2.0,2.0,67,-23.5240418,-46.6962057,675832,2,10,1
13172,3.0,2.0,80,-23.5738634,-46.6505751,825844,2,113,1
15192,2.0,2.0,160,-23.5887311,-46.6833226,2907150,2,93,0
1628,3.0,2.0,87,-23.5135799,-46.7138416,778903,3,154,0
9739,3.0,2.0,225,-23.5661773,-46.6651461,3095430,2,165,0
5228,2.0,2.0,110,-23.5461167,-46.656214,1232700,3,61,0
7723,3.0,1.0,128,-23.5377314,-46.6675188,945118,2,7,1
1510,1.0,1.0,48,-23.554108,-46.6927572,435094,1,34,1
2374,3.0,2.0,125,-23.6219838,-46.6826867,1347350,2,30,0
10724,3.0,1.0,143,-23.569884,-46.6545189,1504280,3,42,1
16762,2.0,1.0,77,-23.6088716,-46.6583813,1008500,1,48,1
12930,4.0,4.0,215,-23.6364718,-46.7276921,2149240,3,4,0
17567,2.0,1.0,70,-23.5678828,-46.6285447,498520,3,43,0
15138,4.0,2.0,125,-23.556137,-46.6044715,839956,3,50,1
17284,4.0,4.0,389,-23.5728724,-46.633403,4257850,2,42,1
5928,3.0,4.0,152,-23.615848,-46.621238,1264580,2,102,0
10995,3.0,2.0,92,-23.6143191,-46.6884839,1295070,3,130,0
14779,2.0,1.0,52,-23.557576,-46.5945149,437902,3,60,1
17676,3.0,2.0,160,-23.5611669,-46.578667,965048,3,168,0
9173,3.0,1.0,170,-23.5768449,-46.6717313,1692980,3,43,1
7551,2.0,1.0,82,-23.5285482,-46.6823782,792523,3,148,0
11294,4.0,5.0,421,-23.6330678,-46.7061112,4547450,3,9,1
1487,4.0,5.0,310,-23.5369646,-46.713074,4304800,3,93,1
15193,5.0,9.0,690,-23.5903063,-46.6849779,11253000,3,151,0
2363,4.0,2.0,160,-23.6142466,-46.680023,1761450,3,7,0
7299,3.0,2.0,105,-23.5260428,-46.6826571,1133780,2,2,1
3676,4.0,5.0,778,-23.5916645,-46.667826,17029300,3,157,1
11074,4.0,5.0,240,-23.5913371,-46.7141704,2586060,3,16,1
4680,2.0,1.0,103,-23.5518379,-46.6468439,783316,3,21,1
9757,3.0,2.0,120,-23.5692885,-46.6541287,1416920,3,6,1
11759,1.0,2.0,78,-23.6184246,-46.7335401,598797,3,0,0
11627,2.0,2.0,123,-23.6011079,-46.7161175,1510090,1,42,1
587,4.0,4.0,367,-23.5507556,-46.7195476,7076550,2,31,1
9940,1.0,1.0,38,-23.5624692,-46.6492706,319034,3,121,0
16603,2.0,1.0,75,-23.605727,-46.6670818,608459,3,11,1
17155,2.0,1.0,94,-23.5665714,-46.6430813,1038240,2,15,0
8223,3.0,4.0,127,-23.5368071,-46.678476,1147970,3,127,0
7191,4.0,4.0,250,-23.5695896,-46.628149,3110650,3,24,1
9275,3.0,1.0,111,-23.5789429,-46.6742448,1204410,1,65,1
17928,4.0,5.0,396,-23.5546951,-46.5689002,2870300,2,93,0
5539,2.0,1.0,114,-23.5592396,-46.67269,1233430,2,111,0
13718,4.0,4.0,324,-23.5916985,-46.6341065,3970360,3,7,1
6875,3.0,2.0,71,-23.5760681,-46.6128141,706933,2,44,1
13168,3.0,1.0,153,-23.5928596,-46.6478736,1044960,1,39,1
13192,3.0,1.0,90,-23.5754288,-46.6480921,839196,3,39,1
7608,1.0,1.0,51,-23.5000528,-46.6217615,284488,3,104,0
15405,2.0,1.0,56,-23.5970059,-46.6751798,781110,3,31,1
1710,3.0,1.0,68,-23.540783,-46.7151159,704151,2,41,1
15899,4.0,4.0,348,-23.611561,-46.6583896,4118860,3,10,1
3979,4.0,2.0,128,-23.5990194,-46.6726333,1732260,1,43,1
1369,2.0,1.0,70,-23.5290971,-46.7283663,371055,2,131,0
2776,2.0,1.0,85,-23.6472208,-46.6691199,618533,2,9,1
12882,4.0,4.0,376,-23.636288,-46.7141,3345410,3,89,1
15642,1.0,1.0,45,-23.607136,-46.6604278,589385,3,65,0
2443,5.0,5.0,389,-23.6163033,-46.6720764,4010770,2,44,1
7431,2.0,1.0,55,-23.4978889,-46.6415018,346815,2,2,1
13776,3.0,3.0,150,-23.5755248,-46.6374113,1322660,2,148,1
15653,4.0,3.0,170,-23.6087074,-46.65627,1516440,2,1,1
1946,3.0,2.0,92,-23.6240224,-46.6884924,1295070,3,47,0
5023,4.0,2.0,170,-23.546036,-46.6556636,1432990,1,13,0
16636,4.0,2.0,197,-23.6028178,-46.6695177,2144000,2,30,1
400,4.0,6.0,534,-23.5511029,-46.6921581,6976770,2,16,1
11894,3.0,2.0,77,-23.5920306,-46.7276954,497000,3,11,1
17652,3.0,4.0,216,-23.5696511,-46.6348542,2425140,3,13,1
16701,3.0,1.0,90,-23.6059853,-46.6683303,837890,2,51,1
1227,3.0,1.0,105,-23.538727,-46.683976,841332,3,126,0
16071,4.0,7.0,606,-23.6157677,-46.6676154,7121450,3,61,0
4897,1.0,1.0,45,-23.554969,-46.65158,414765,3,136,1
16301,4.0,2.0,106,-23.6103634,-46.6609568,1172420,3,4,0
1293,4.0,3.0,160,-23.531829,-46.7254665,1871810,2,39,1
16144,1.0,1.0,48,-23.6132354,-46.6581264,414834,3,40,1
10405,3.0,2.0,160,-23.5623724,-46.6593176,1796930,2,64,1
12006,2.0,1.0,61,-23.601446,-46.717651,546853,3,13,1
10477,3.0,2.0,130,-23.5714021,-46.6563277,1103580,3,109,0
14643,3.0,2.0,170,-23.5636195,-46.6796788,1623950,2,60,1
13138,3.0,1.0,160,-23.5857876,-46.6471053,1254070,3,89,0
9412,3.0,4.0,272,-23.58758,-46.6737534,3408920,3,33,0
12187,2.0,1.0,108,-23.6361373,-46.7390978,1287170,3,37,0
14951,4.0,3.0,132,-23.5792996,-46.5894969,909398,3,18,0
15518,3.0,1.0,105,-23.5953398,-46.6766738,1062600,3,61,1
4983,4.0,4.0,337,-23.5427253,-46.6642576,5665780,3,5,1
5283,3.0,1.0,140,-23.5467066,-46.6581372,1259370,3,87,1
10167,1.0,2.0,57,-23.5669662,-46.6577349,772585,3,138,0
2497,4.0,4.0,329,-23.6245999,-46.6852824,3923050,2,23,0
10977,3.0,2.0,132,-23.6100895,-46.7383496,1164760,3,26,1
15317,3.0,1.0,77,-23.5944623,-46.6738658,804694,3,103,0
12108,4.0,5.0,480,-23.6124402,-46.7053102,2978120,3,20,1
6701,2.0,1.0,51,-23.6258031,-46.6273276,395152,3,59,1
8321,2.0,1.0,80,-23.5325039,-46.6590426,539338,2,16,1
5147,3.0,1.0,96,-23.5523668,-46.6608148,1075810,3,43,1
16644,4.0,3.0,137,-23.6073735,-46.6604214,2042330,3,0,0
15687,3.0,3.0,310,-23.606135,-46.6540987,3087180,3,64,1
2545,4.0,5.0,540,-23.6157836,-46.6778546,5174300,2,39,1
15788,3.0,2.0,100,-23.6202117,-46.6657852,1052840,3,130,0
6240,4.0,4.0,178,-23.605685,-46.626752,1601840,3,47,1
6381,4.0,2.0,137,-23.6097638,-46.6195302,1287380,3,49,1
7905,4.0,3.0,208,-23.4923839,-46.6307611,1234250,2,174,0
17899,3.0,1.0,96,-23.5539289,-46.5721998,660059,3,80,0
15487,4.0,5.0,580,-23.5894396,-46.6848451,14520600,3,15,0
10198,3.0,2.0,220,-23.5698548,-46.6636634,2394020,2,83,1
7672,4.0,5.0,266,-23.5371104,-46.6698175,4483160,3,75,1
13137,2.0,1.0,88,-23.5724686,-46.6512921,941471,2,20,0
1167,3.0,2.0,118,-23.5304347,-46.6907865,1292400,1,35,0
15279,3.0,2.0,151,-23.5933214,-46.6765076,1772910,3,95,1
5775,2.0,1.0,52,-23.6051742,-46.6371873,462982,2,33,0
8305,3.0,1.0,150,-23.527144,-46.6774477,841215,3,58,0
3823,4.0,5.0,600,-23.6006065,-46.6707791,6342920,1,34,1
1154,3.0,2.0,70,-23.5702407,-46.7270769,494620,1,50,0
2852,4.0,3.0,130,-23.6459818,-46.669403,1001970,2,109,1
12368,4.0,2.0,188,-23.6100895,-46.7383496,1658900,3,10,1
1015,2.0,1.0,53,-23.5273176,-46.7328003,463225,2,94,0
5701,2.0,1.0,50,-23.6271401,-46.6359584,445519,2,28,0
6231,2.0,1.0,65,-23.59477,-46.624399,558465,3,80,0
12977,4.0,3.0,211,-23.632981,-46.7329637,2237270,3,50,0
16722,4.0,4.0,400,-23.6067486,-46.6541306,4259440,1,90,0
8858,3.0,1.0,153,-23.5815788,-46.6741011,1829500,1,27,1
13875,3.0,1.0,105,-23.5752703,-46.6476273,876126,2,15,1
10693,3.0,1.0,103,-23.5624684,-46.6654796,1268960,3,138,0
9694,4.0,2.0,300,-23.5638258,-46.6498373,3154510,3,20,1
10670,4.0,2.0,357,-23.5660197,-46.6662191,4803210,3,35,0
7783,3.0,1.0,72,-23.4942801,-46.6357914,689024,2,49,1
4609,1.0,1.0,47,-23.556537,-46.6569863,289172,3,122,0
4851,3.0,1.0,97,-23.5543137,-46.6546635,791783,3,5,0
4280,3.0,4.0,360,-23.5415038,-46.6587274,4106510,3,84,0
14744,4.0,3.0,125,-23.5673913,-46.5834184,767777,3,4,1
4538,3.0,1.0,128,-23.5398725,-46.6580695,1051880,3,88,1
2501,4.0,3.0,173,-23.6221143,-46.6705259,1818650,1,53,1
11562,3.0,3.0,190,-23.636288,-46.7141,1690500,3,22,0
12362,4.0,3.0,265,-23.6268355,-46.7308696,1229550,2,113,0
3310,2.0,1.0,109,-23.5695364,-46.6900206,1359840,2,57,1
13198,3.0,4.0,393,-23.5755156,-46.6506873,6299540,3,77,0
2263,4.0,2.0,140,-23.621793,-46.6819865,1220070,2,6,0
15284,1.0,1.0,43,-23.6004518,-46.6801438,749996,3,69,1
858,4.0,4.0,296,-23.5345559,-46.717111,3370050,1,5,0
925,4.0,4.0,180,-23.540989,-46.685274,1584270,3,110,0
10959,4.0,3.0,171,-23.6316946,-46.7294364,1590590,3,62,1
9821,2.0,1.0,72,-23.572843,-46.6597993,799980,3,31,0
18,3.0,1.0,70,-23.5342895,-46.6836071,931262,3,8,1
8806,3.0,1.0,105,-23.5865569,-46.67825,925370,3,9,0
7869,4.0,3.0,260,-23.5329735,-46.6626318,2352430,3,16,0
8863,2.0,2.0,91,-23.5880953,-46.6796849,1818930,2,167,0
10324,4.0,5.0,400,-23.5649868,-46.6599792,5302630,2,53,1
10965,4.0,3.0,250,-23.6071586,-46.7027485,1098650,3,5,0
136,4.0,2.0,110,-23.544954,-46.688534,1270800,1,108,1
2998,2.0,1.0,110,-23.5635593,-46.6862989,963884,2,2,1
12901,4.0,4.0,430,-23.6053027,-46.7083063,2947550,3,30,1
3952,3.0,2.0,140,-23.5970999,-46.6714659,2441540,3,31,0
11217,3.0,3.0,228,-23.6053027,-46.7083063,1562890,2,51,0
8471,3.0,1.0,86,-23.5365031,-46.6782286,693058,3,174,0
11303,3.0,2.0,115,-23.6117867,-46.6841559,1175130,3,40,1
15445,2.0,2.0,63,-23.5936029,-46.6878371,1004700,3,25,0
6936,4.0,3.0,157,-23.5913808,-46.623288,1932470,3,32,1
8046,4.0,4.0,169,-23.4931806,-46.6271178,1632310,3,18,1
2623,4.0,3.0,240,-23.6183154,-46.6797877,2153480,2,28,1
3002,2.0,1.0,63,-23.5653623,-46.6835615,845876,3,13,0
4115,2.0,1.0,85,-23.5404919,-46.6527063,772260,3,47,1
12864,3.0,3.0,171,-23.6110257,-46.6833758,2063960,3,15,1
4693,2.0,1.0,74,-23.5579464,-46.6487589,531039,3,58,0
16588,2.0,1.0,98,-23.624556,-46.6481612,840297,3,25,1
5733,3.0,2.0,176,-23.603997,-46.620972,1561300,2,153,0
4130,3.0,4.0,415,-23.5482294,-46.6574713,4837170,3,164,0
7176,4.0,2.0,97,-23.567272,-46.615617,907620,1,128,1
14635,3.0,1.0,170,-23.5626636,-46.6776662,1842120,3,75,0
9350,3.0,2.0,155,-23.5828928,-46.690381,2186820,2,27,1
10139,2.0,1.0,57,-23.574854,-46.655201,915132,3,18,1
14312,3.0,1.0,157,-23.5706916,-46.6474553,1412370,3,15,0
9833,3.0,1.0,212,-23.5634045,-46.6597604,3110070,3,23,1
11017,3.0,1.0,86,-23.6303905,-46.7344022,632329,3,75,1
4641,2.0,1.0,73,-23.553149,-46.647047,756138,1,35,0
8151,3.0,2.0,70,-23.5349118,-46.6810233,640300,2,118,1
7828,4.0,3.0,196,-23.5345888,-46.664,2006460,3,144,0
321,3.0,1.0,100,-23.5527113,-46.6987574,935087,3,77,1
14040,4.0,2.0,101,-23.5984331,-46.6341096,1339040,3,137,0
4622,1.0,1.0,45,-23.5524863,-46.6565265,403268,3,131,0
3298,3.0,1.0,100,-23.5859497,-46.7199379,665755,3,59,0
