,rooms,garages,useful_area,latitude,longitude,value,interior_quality
11364,4.0,4.0,394,-23.632981,-46.7329637,4177640,3
5961,3.0,3.0,162,-23.6267187,-46.6355364,1406000,2
910,4.0,5.0,230,-23.5348672,-46.684045,2869910,2
15881,3.0,2.0,118,-23.6063938,-46.6565362,1763380,2
8922,4.0,3.0,158,-23.587761,-46.678445,3158140,3
13796,4.0,2.0,196,-23.5753321,-46.6449118,2256290,2
847,1.0,1.0,48,-23.5366378,-46.6835395,425022,1
9089,4.0,2.0,150,-23.5819463,-46.6833433,2192230,3
16250,3.0,2.0,100,-23.6121477,-46.6626712,1131290,3
14286,3.0,4.0,320,-23.577105,-46.648782,4221200,3
16582,3.0,2.0,86,-23.614059,-46.6631349,1255980,2
265,3.0,3.0,175,-23.5293759,-46.6900652,1921310,3
16968,4.0,2.0,360,-23.5614919,-46.6655228,5281240,1
10634,3.0,4.0,155,-23.5652892,-46.6630318,2587140,3
3553,4.0,4.0,356,-23.5936498,-46.6681632,5444490,3
17212,4.0,3.0,207,-23.5739698,-46.6351563,2265740,3
4677,4.0,5.0,470,-23.5414879,-46.6629384,9112500,3
6442,1.0,1.0,75,-23.6191021,-46.6305876,772113,2
9104,2.0,1.0,100,-23.5827675,-46.6768317,1158270,2
7281,2.0,1.0,73,-23.5319201,-46.6801914,705539,2
11057,3.0,3.0,138,-23.5994441,-46.7254506,965204,3
3313,4.0,4.0,222,-23.586355,-46.7188582,2222420,3
13421,3.0,1.0,119,-23.5917922,-46.6353955,1069910,3
9479,3.0,1.0,107,-23.5590758,-46.6556269,1001900,3
2323,4.0,3.0,380,-23.6385523,-46.6999185,2693360,3
13755,5.0,8.0,1180,-23.5797383,-46.6547015,25950700,2
13653,3.0,1.0,86,-23.5846487,-46.6423911,609694,3
3496,4.0,6.0,470,-23.5972034,-46.664272,10974700,3
3089,3.0,5.0,357,-23.5728202,-46.6905832,9486670,3
5619,2.0,2.0,130,-23.6312749,-46.6390457,973755,3
1837,4.0,3.0,170,-23.5291755,-46.6974936,1682600,3
13064,2.0,1.0,84,-23.6297972,-46.739389,1001130,3
16899,4.0,6.0,530,-23.565502,-46.6693724,9217660,1
11059,3.0,3.0,210,-23.6058802,-46.6741148,2552630,2
16689,3.0,3.0,250,-23.6050048,-46.6599912,2553760,3
17815,3.0,2.0,106,-23.536965,-46.574408,746412,3
14162,3.0,2.0,185,-23.5959306,-46.6417064,1923950,3
14058,3.0,3.0,139,-23.5939969,-46.6278733,1527330,2
4461,3.0,1.0,83,-23.5512729,-46.6529529,690986,3
572,3.0,1.0,99,-23.5707553,-46.713572,575610,2
6389,3.0,1.0,140,-23.595733,-46.6055691,921061,3
4951,3.0,2.0,285,-23.5471198,-46.6595722,2840030,3
5913,2.0,1.0,120,-23.606681,-46.623191,833659,2
15603,1.0,1.0,35,-23.5926601,-46.6747404,497450,3
7086,2.0,1.0,75,-23.5679329,-46.6256647,634646,1
14114,3.0,2.0,173,-23.5767223,-46.6482689,1885740,3
548,3.0,1.0,62,-23.540013,-46.7194152,624407,2
812,4.0,3.0,286,-23.5360559,-46.6862435,2842620,3
3556,4.0,5.0,422,-23.5941542,-46.6670824,5878140,3
8399,4.0,3.0,129,-23.5308829,-46.6813315,1489290,2
15160,3.0,2.0,73,-23.5571299,-46.6024086,446541,3
7083,3.0,2.0,133,-23.5675083,-46.6230417,1556530,3
16894,2.0,1.0,65,-23.5548496,-46.6620889,728415,3
7932,2.0,1.0,60,-23.5405269,-46.6769168,579895,2
3882,4.0,2.0,160,-23.6019316,-46.6703548,1763650,3
14743,3.0,1.0,78,-23.5773562,-46.6027208,489502,3
9088,1.0,1.0,40,-23.5809753,-46.6838294,655952,3
14092,2.0,1.0,80,-23.5901253,-46.6352973,719268,3
8910,2.0,1.0,100,-23.5784041,-46.6903182,1779560,3
5745,2.0,2.0,69,-23.6027516,-46.6311038,842995,3
11132,3.0,2.0,160,-23.6123964,-46.7294402,830121,3
5641,4.0,2.0,75,-23.6305591,-46.6198818,404318,2
6142,3.0,2.0,137,-23.6015222,-46.6319814,1272590,3
9383,4.0,2.0,144,-23.5851282,-46.6806016,1738240,2
5185,3.0,1.0,90,-23.5550735,-46.6579607,665310,3
4615,3.0,1.0,250,-23.5429842,-46.662514,2801600,1
14501,4.0,3.0,210,-23.5871758,-46.6436919,1888610,1
2214,2.0,2.0,115,-23.6134577,-46.6792943,1201560,3
2130,2.0,2.0,80,-23.6466083,-46.664179,557136,3
999,4.0,2.0,130,-23.5502803,-46.7164256,1287910,1
13778,4.0,4.0,321,-23.5717003,-46.6482504,4190010,2
12890,4.0,7.0,1151,-23.632868,-46.7244671,11211300,2
13598,2.0,2.0,105,-23.5833198,-46.6326135,1037230,2
12419,2.0,1.0,94,-23.6153127,-46.7021204,512144,3
4674,4.0,5.0,419,-23.5467011,-46.6583527,4695480,3
14003,2.0,2.0,65,-23.5951948,-46.6484612,675981,2
5105,1.0,1.0,28,-23.553918,-46.650421,296033,3
8550,2.0,1.0,70,-23.50125,-46.6389678,466729,2
14727,4.0,2.0,126,-23.549156,-46.595405,933181,2
17515,3.0,1.0,100,-23.5636237,-46.642321,850325,2
11779,4.0,4.0,260,-23.6366667,-46.73,1956520,3
12976,4.0,4.0,276,-23.6069531,-46.7037064,1818930,3
10211,4.0,4.0,339,-23.572649,-46.6567574,6583470,1
5662,3.0,2.0,120,-23.616934,-46.625716,929580,3
17486,3.0,2.0,80,-23.5662891,-46.6307716,885307,3
16844,3.0,1.0,189,-23.559866,-46.6682111,2472790,3
7419,3.0,1.0,68,-23.5288458,-46.6537832,796762,3
11272,3.0,4.0,242,-23.6187434,-46.73587,1763080,3
3711,3.0,2.0,114,-23.6030958,-46.6714996,1522450,3
2250,3.0,3.0,215,-23.6144302,-46.6809806,2476600,3
14507,1.0,1.0,33,-23.582262,-46.6479755,460545,3
15663,5.0,4.0,400,-23.6046321,-46.655082,4885470,2
7268,2.0,1.0,47,-23.5593982,-46.6208586,329612,3
15196,3.0,2.0,192,-23.5903177,-46.6716908,2051220,3
17007,2.0,1.0,80,-23.5617149,-46.667378,1173610,3
17380,3.0,1.0,95,-23.5717521,-46.6354976,743680,3
9443,2.0,1.0,85,-23.5798415,-46.6761284,947978,3
6324,2.0,1.0,56,-23.6364633,-46.6395736,442356,3
8846,4.0,4.0,385,-23.582041,-46.6895235,7194860,3
7102,2.0,1.0,114,-23.5738065,-46.6256299,1487330,2
4429,2.0,1.0,94,-23.5377682,-46.6547377,1139860,2
1318,3.0,4.0,144,-23.530646,-46.6900921,1713290,3
16179,3.0,3.0,240,-23.6075148,-46.6544005,2451120,3
9560,3.0,2.0,109,-23.5693335,-46.6537776,1923830,3
614,3.0,2.0,132,-23.5196217,-46.7249336,1432090,2
16102,2.0,1.0,52,-23.6199984,-46.6404718,487190,1
8296,4.0,4.0,185,-23.5328553,-46.6667034,2300230,3
10608,2.0,2.0,77,-23.5725619,-46.652338,934041,3
4869,4.0,2.0,250,-23.5428339,-46.6586786,1915620,1
6554,4.0,4.0,279,-23.614871,-46.6332248,2925750,3
15083,3.0,3.0,142,-23.5672411,-46.5821214,837150,3
12661,2.0,2.0,83,-23.635936,-46.733352,667752,2
13538,1.0,1.0,34,-23.5771,-46.641431,251095,3
99,4.0,6.0,338,-23.522393,-46.731471,3954190,2
15710,3.0,2.0,97,-23.6026016,-46.6428563,959996,3
13063,4.0,4.0,220,-23.6184184,-46.7354637,2622010,3
7590,4.0,5.0,354,-23.5363044,-46.6596821,4114110,3
6754,3.0,2.0,75,-23.5991578,-46.6121629,739814,3
11338,3.0,4.0,157,-23.6284144,-46.732982,1012740,3
1051,2.0,2.0,84,-23.538179,-46.682138,1017250,2
7640,4.0,4.0,300,-23.5369992,-46.6645403,3111070,3
8651,4.0,3.0,201,-23.586767,-46.6806014,3483960,1
12005,3.0,2.0,94,-23.6129193,-46.6828615,1025350,2
9540,4.0,3.0,223,-23.5640691,-46.6535635,2757950,3
8569,4.0,3.0,126,-23.5303757,-46.6824011,1536430,2
17172,1.0,1.0,45,-23.5638436,-46.6452406,466112,3
8282,2.0,1.0,78,-23.5342671,-46.6644847,841200,3
9066,3.0,3.0,240,-23.5827365,-46.6714342,2858150,3
15739,3.0,1.0,90,-23.6028137,-46.643332,670918,2
13886,2.0,1.0,88,-23.5676323,-46.6460844,911509,3
17374,1.0,1.0,60,-23.576069,-46.636141,451944,2
7405,3.0,2.0,92,-23.4988959,-46.6420375,679463,2
1180,3.0,4.0,223,-23.5394387,-46.7173012,2737780,3
583,4.0,2.0,156,-23.5553804,-46.7377458,1098580,2
9990,2.0,2.0,79,-23.5629768,-46.6504774,1084500,3
1932,3.0,2.0,112,-23.6291758,-46.6702706,1095410,2
5424,4.0,3.0,425,-23.5624623,-46.6721048,6234800,3
6913,3.0,2.0,118,-23.5760681,-46.6128141,1174900,2
17318,1.0,1.0,50,-23.5671416,-46.644567,517903,3
4800,3.0,1.0,120,-23.5490954,-46.6577925,1139140,3
16800,3.0,1.0,90,-23.6022818,-46.6629884,867933,3
9948,4.0,6.0,353,-23.5727939,-46.6530374,5426710,1
16413,3.0,2.0,90,-23.6318849,-46.6426634,700071,2
3637,4.0,6.0,560,-23.5972034,-46.664272,13076200,3
4925,1.0,1.0,45,-23.5523613,-46.6566249,408187,3
13023,4.0,4.0,244,-23.6081128,-46.7081194,1242460,3
2809,3.0,5.0,217,-23.6269992,-46.6696823,2488800,3
9038,4.0,5.0,244,-23.5878069,-46.6743838,3758560,3
13445,4.0,3.0,185,-23.5838508,-46.6392392,2506920,3
5586,2.0,1.0,90,-23.5588671,-46.6728645,914990,2
1686,4.0,4.0,377,-23.5507556,-46.7195476,7269380,3
5591,2.0,3.0,167,-23.5560781,-46.6763965,1652590,2
12827,2.0,2.0,119,-23.6003027,-46.7300304,761486,1
16079,3.0,2.0,101,-23.6436237,-46.6427401,833943,3
844,2.0,1.0,48,-23.5212233,-46.7299256,496613,3
7565,2.0,1.0,78,-23.5401635,-46.6775588,753864,3
919,4.0,4.0,349,-23.5334024,-46.715935,3980070,3
12916,3.0,2.0,110,-23.6091609,-46.7349482,1021180,3
815,1.0,1.0,119,-23.5465714,-46.6921247,1663530,2
9121,4.0,4.0,280,-23.5820087,-46.6821666,3689030,1
17033,3.0,1.0,169,-23.5625141,-46.6663206,2020110,1
13575,1.0,1.0,50,-23.5896476,-46.6321252,293684,3
413,3.0,1.0,86,-23.5423455,-46.6849057,782264,3
6972,3.0,2.0,310,-23.5736349,-46.6256,2511210,3
1232,2.0,1.0,65,-23.4988253,-46.7052165,355820,3
12526,4.0,4.0,230,-23.6091609,-46.7349482,2135200,2
13649,4.0,4.0,141,-23.5943491,-46.6303611,1709210,3
7499,4.0,4.0,317,-23.5336439,-46.6821326,3571180,2
2507,4.0,4.0,161,-23.6219732,-46.6756984,1999050,2
9842,2.0,2.0,79,-23.5676858,-46.6521149,1352120,3
470,3.0,2.0,88,-23.5258915,-46.7322336,955336,2
3294,2.0,2.0,134,-23.5637016,-46.6848775,1236310,1
17633,3.0,1.0,85,-23.5705177,-46.6367858,724001,3
16378,4.0,3.0,360,-23.6043049,-46.6686438,3257620,3
10587,3.0,3.0,240,-23.5686401,-46.6537097,2860140,1
10109,2.0,2.0,59,-23.5683698,-46.6555783,696074,1
990,3.0,3.0,191,-23.5380994,-46.6818737,2144860,3
6630,3.0,2.0,72,-23.607754,-46.621268,610894,2
2554,3.0,2.0,150,-23.6206437,-46.6705926,1521770,3
12067,3.0,2.0,147,-23.6192523,-46.7328284,948886,3
8823,4.0,5.0,428,-23.5835592,-46.6887971,7329300,3
15582,4.0,5.0,930,-23.5888672,-46.6868612,13900600,3
16863,3.0,1.0,120,-23.557421,-46.6662968,1760410,1
8769,2.0,2.0,70,-23.5797232,-46.6702255,794946,2
50,4.0,2.0,99,-23.5249979,-46.7309089,933151,3
12676,3.0,3.0,218,-23.5986007,-46.7243686,1604540,3
10229,2.0,1.0,80,-23.571902,-46.661839,821408,2
9306,3.0,2.0,320,-23.5779193,-46.6901135,5755440,1
2652,3.0,3.0,127,-23.6463603,-46.6692059,947959,1
13873,3.0,1.0,97,-23.5848145,-46.6422742,887754,3
2276,4.0,4.0,218,-23.6248692,-46.6849537,2736220,2
9916,3.0,2.0,180,-23.5682559,-46.6636913,1436760,3
16423,2.0,1.0,71,-23.6142332,-46.6425387,488757,2
9007,3.0,2.0,316,-23.5788356,-46.6726225,3641780,3
5132,3.0,1.0,168,-23.5387022,-46.6576939,1638350,3
4276,3.0,1.0,130,-23.5456938,-46.6562081,1186240,2
9395,4.0,4.0,311,-23.5810316,-46.6714473,3982770,2
14346,4.0,6.0,408,-23.5771695,-46.6465035,6581360,2
3433,4.0,5.0,253,-23.5629597,-46.698235,3847780,2
1193,3.0,3.0,497,-23.5267865,-46.7311907,4798330,3
14373,2.0,1.0,70,-23.595161,-46.647183,574326,3
1694,2.0,2.0,75,-23.5519403,-46.6984544,907790,2
6782,2.0,2.0,106,-23.6202796,-46.6372109,1118710,2
12778,2.0,3.0,135,-23.6106193,-46.6877893,1751500,2
6513,3.0,2.0,110,-23.615163,-46.624961,799678,3
16275,2.0,1.0,86,-23.6039286,-46.6663275,961263,1
9530,4.0,3.0,270,-23.56799,-46.652957,3303210,3
7583,2.0,1.0,82,-23.5331166,-46.6738055,655551,2
181,4.0,4.0,262,-23.5449053,-46.7055458,4191160,3
16988,3.0,3.0,534,-23.5624332,-46.6702581,10239000,1
14818,4.0,3.0,218,-23.556137,-46.6044715,1464880,1
15440,2.0,2.0,120,-23.5924804,-46.67354,1711710,3
16521,3.0,3.0,150,-23.6096319,-46.6416984,1208230,2
15257,3.0,1.0,118,-23.5891367,-46.673744,955392,3
15259,3.0,2.0,137,-23.5940667,-46.6762065,1452680,3
3796,3.0,4.0,170,-23.6046798,-46.6731427,2646920,3
2717,3.0,2.0,100,-23.6195721,-46.6739801,953492,2
7062,3.0,2.0,82,-23.5889591,-46.6266747,689704,3
12271,3.0,1.0,78,-23.6280275,-46.7373525,568189,3
4097,4.0,3.0,235,-23.5418507,-46.6635735,2407860,3
2689,2.0,2.0,138,-23.6235231,-46.6867483,1279330,2
7095,3.0,2.0,80,-23.570243,-46.622147,661578,2
1722,3.0,2.0,250,-23.536618,-46.703061,2686500,3
78,4.0,4.0,220,-23.554153,-46.7142958,2956040,2
12359,1.0,2.0,122,-23.601446,-46.717651,1093710,3
14922,3.0,1.0,54,-23.5467306,-46.5897511,399935,1
1416,4.0,5.0,350,-23.5406634,-46.7182035,5030930,2
9488,3.0,1.0,96,-23.5656087,-46.6618112,1146970,3
17532,1.0,1.0,56,-23.5694927,-46.6368942,473869,2
296,4.0,5.0,396,-23.554153,-46.7142958,5547410,2
17858,3.0,2.0,130,-23.5414779,-46.5709792,893829,3
0,2.0,2.0,113,-23.5246801,-46.6907584,1064260,3
10506,4.0,4.0,220,-23.5723339,-46.6608115,4295100,1
13804,4.0,5.0,280,-23.5809215,-46.650749,5798770,3
4213,3.0,1.0,93,-23.553155,-46.6612663,917248,3
16941,4.0,3.0,310,-23.5617831,-46.6682676,5044130,1
1610,3.0,3.0,235,-23.5332772,-46.7146022,2507260,2
11678,3.0,2.0,167,-23.6059738,-46.7232292,1025540,3
3771,4.0,2.0,153,-23.6015607,-46.6693953,1709470,3
5488,3.0,2.0,93,-23.5566683,-46.6777917,809160,3
4761,2.0,1.0,90,-23.5427337,-46.6553305,571415,3
5156,2.0,1.0,70,-23.557245,-46.655405,494424,3
9378,3.0,2.0,200,-23.5810326,-46.6744495,2800520,3
13944,2.0,1.0,70,-23.578222,-46.641672,700574,2
9592,4.0,5.0,318,-23.5652892,-46.6630318,5307810,3
8218,2.0,1.0,66,-23.540413,-46.677478,625627,3
3362,3.0,2.0,100,-23.5606234,-46.6966773,1203380,2
14355,2.0,1.0,145,-23.5847463,-46.6437367,1380840,3
16901,4.0,1.0,260,-23.562676,-46.6682988,3253360,2
7445,4.0,4.0,216,-23.5328592,-46.6734062,2502780,2
9975,4.0,2.0,190,-23.5645076,-46.6492665,1726800,2
6235,1.0,1.0,38,-23.6086237,-46.6369461,342248,3
8871,3.0,3.0,158,-23.5877709,-46.6783161,2886140,3
11906,3.0,2.0,160,-23.6041301,-46.6945577,2288730,3
5705,3.0,2.0,90,-23.6206899,-46.6387886,781969,3
68,3.0,3.0,135,-23.5321195,-46.6843574,1669900,3
9705,3.0,1.0,126,-23.5678568,-46.6634542,1848440,3
14674,3.0,2.0,112,-23.5609729,-46.6774727,1397270,3
16984,3.0,2.0,203,-23.5598021,-46.6684448,2213080,2
8103,3.0,3.0,162,-23.4926676,-46.6941298,886812,2
7578,4.0,5.0,220,-23.4920745,-46.6296689,1624800,3
11523,3.0,4.0,207,-23.6049194,-46.7013241,2688170,3
16181,2.0,1.0,92,-23.617751,-46.657834,619258,3
3630,4.0,4.0,513,-23.6028739,-46.6724447,6862340,3
15361,3.0,4.0,250,-23.5996291,-46.6838623,2413780,3
6126,2.0,1.0,80,-23.6255725,-46.6338697,712830,3
570,3.0,2.0,236,-23.5339846,-46.6834957,2353290,3
5125,3.0,1.0,60,-23.5531288,-46.6618411,559988,3
17527,3.0,1.0,117,-23.5616884,-46.6316074,990048,2
11623,2.0,1.0,60,-23.6375197,-46.7356415,322231,3
9168,3.0,2.0,123,-23.5815133,-46.6795415,1503050,3
13689,3.0,2.0,148,-23.59519,-46.6436179,855624,3
4248,3.0,1.0,115,-23.5389308,-46.6532721,1288730,3
17109,2.0,2.0,100,-23.5614403,-46.6665201,970085,1
3396,2.0,1.0,57,-23.577156,-46.707423,285234,2
9005,3.0,1.0,96,-23.5880644,-46.6729808,959006,3
14715,3.0,2.0,94,-23.5739513,-46.6053806,900609,3
5169,3.0,1.0,129,-23.5382656,-46.6599718,1153570,1
6940,2.0,2.0,70,-23.5873652,-46.6255899,602884,3
13248,3.0,2.0,211,-23.5732067,-46.6470075,2670620,2
11810,2.0,2.0,63,-23.6117317,-46.6798503,876182,3
848,2.0,1.0,47,-23.5432247,-46.6947167,370066,3
14871,2.0,2.0,110,-23.5836864,-46.6031649,1147980,1
15776,4.0,3.0,180,-23.6080911,-46.6697821,2486440,3
5301,3.0,2.0,140,-23.5379874,-46.6590028,1587900,3
9813,4.0,3.0,434,-23.5715195,-46.6587106,7520490,3
16841,3.0,2.0,145,-23.5587053,-46.6644569,1731280,1
1103,2.0,1.0,70,-23.529099,-46.6891151,516917,3
15771,2.0,1.0,49,-23.6472752,-46.6431779,359434,1
13817,3.0,1.0,85,-23.5824028,-46.642832,612216,3
4396,3.0,2.0,254,-23.5461167,-46.656214,2846420,3
14129,2.0,1.0,96,-23.5801743,-46.6377795,812347,3
3253,4.0,4.0,220,-23.5575181,-46.6925485,2390770,3
2914,4.0,2.0,143,-23.6185962,-46.6778014,1220060,2
6774,2.0,1.0,56,-23.5960486,-46.6283311,503487,2
3781,1.0,1.0,42,-23.60173,-46.6726692,462225,3
9915,3.0,2.0,210,-23.5655491,-46.660875,2574960,3
12324,4.0,3.0,235,-23.636096,-46.733242,1528200,3
4613,3.0,1.0,188,-23.542739,-46.661626,2106800,3
8568,3.0,1.0,312,-23.5353388,-46.6681425,2902010,3
7145,3.0,2.0,110,-23.5704635,-46.6259472,942452,3
15808,3.0,1.0,98,-23.6120444,-46.6485417,692217,2
8626,2.0,1.0,139,-23.587699,-46.674154,2323490,3
10836,3.0,2.0,200,-23.5697864,-46.6536004,2217790,2
17451,2.0,1.0,100,-23.5643858,-46.642246,776080,2
17162,1.0,1.0,36,-23.5558883,-46.6419049,372890,3
5092,1.0,1.0,60,-23.552856,-46.654034,397995,3
9363,2.0,2.0,76,-23.5880953,-46.6796849,1519110,3
11288,3.0,3.0,148,-23.6274109,-46.6960813,1276480,2
13292,4.0,2.0,181,-23.5788323,-46.6494285,2638240,3
6938,3.0,1.0,160,-23.5640727,-46.6226194,1353910,3
4653,2.0,1.0,50,-23.5514857,-46.6487487,673645,3
15905,2.0,1.0,99,-23.617592,-46.65803,535551,1
15940,1.0,1.0,41,-23.6078696,-46.6410548,405253,3
16852,3.0,2.0,180,-23.5617315,-46.6662038,2640620,1
4935,4.0,1.0,170,-23.5377673,-46.6545505,1412610,1
10323,4.0,3.0,350,-23.5675445,-46.6667859,6710940,2
1429,4.0,5.0,620,-23.5369646,-46.713074,8609590,2
4689,2.0,1.0,147,-23.556636,-46.654043,1287700,2
3544,3.0,3.0,179,-23.59501,-46.667215,2843700,3
13870,4.0,6.0,320,-23.5810646,-46.6537866,5196240,2
11942,4.0,3.0,156,-23.6048443,-46.6765193,2467750,3
12392,2.0,1.0,75,-23.604875,-46.6941388,696336,1
1385,4.0,3.0,198,-23.5525921,-46.6985032,1716960,3
4284,3.0,1.0,195,-23.5487639,-46.6560699,1614390,3
11646,4.0,3.0,172,-23.6123367,-46.6856745,2281020,3
6939,2.0,1.0,63,-23.5635202,-46.6238117,392882,3
17152,1.0,1.0,54,-23.571008,-46.631979,509264,2
14837,3.0,3.0,185,-23.578909,-46.589879,1309920,3
14201,4.0,4.0,248,-23.585134,-46.632858,2630390,2
5175,2.0,1.0,100,-23.5555426,-46.6593833,767650,3
13255,3.0,1.0,100,-23.5883999,-46.6401153,708384,3
15069,2.0,1.0,78,-23.5751288,-46.6038081,548918,3
10369,5.0,6.0,630,-23.5656498,-46.6571626,8539100,3
7092,3.0,3.0,82,-23.5872423,-46.6266688,695464,3
14949,3.0,1.0,120,-23.5626563,-46.5841441,571560,3
4789,2.0,2.0,420,-23.5405864,-46.6556031,4390900,1
1592,2.0,1.0,72,-23.5719276,-46.7242053,417295,3
7621,3.0,1.0,145,-23.5333912,-46.6742036,846924,3
5900,3.0,3.0,85,-23.6135813,-46.6336815,786715,3
17739,1.0,1.0,45,-23.5399923,-46.5682763,381562,3
16461,1.0,1.0,42,-23.606308,-46.6654364,683569,3
11790,3.0,2.0,95,-23.6353103,-46.7345075,717463,1
6156,2.0,1.0,57,-23.595733,-46.6055691,375003,3
608,3.0,2.0,91,-23.5218396,-46.7112919,735140,1
14714,3.0,4.0,229,-23.5672411,-46.5821214,1350050,2
1806,4.0,4.0,165,-23.5298493,-46.6944553,1839290,3
3300,4.0,2.0,160,-23.58553,-46.716232,2256630,3
13911,1.0,1.0,87,-23.5963185,-46.6438408,522843,3
12811,3.0,3.0,118,-23.6139776,-46.7064656,812519,3
16542,4.0,4.0,220,-23.6122784,-46.6577953,2404960,3
16218,3.0,1.0,100,-23.6125405,-46.6472962,621847,2
1688,3.0,2.0,136,-23.5265862,-46.7285872,1463080,3
12507,4.0,2.0,125,-23.6239775,-46.690185,1005170,3
4944,3.0,1.0,130,-23.5445158,-46.6489295,1008650,3
5741,4.0,4.0,172,-23.5910331,-46.6059133,1080700,3
8050,4.0,3.0,154,-23.4992106,-46.6299215,1473750,3
13174,4.0,3.0,120,-23.5916636,-46.6377764,999661,2
2163,2.0,1.0,70,-23.6470444,-46.6665274,500243,2
4763,1.0,1.0,40,-23.552438,-46.6504861,426813,3
2018,3.0,6.0,490,-23.6251111,-46.6702591,5247040,1
17368,2.0,1.0,61,-23.5691038,-46.6351505,564268,2
6289,2.0,1.0,65,-23.6353614,-46.640075,414677,3
8740,3.0,1.0,116,-23.5825853,-46.6768512,1309620,3
1187,3.0,1.0,88,-23.573979,-46.7365998,530102,1
13978,3.0,2.0,113,-23.5848081,-46.6433436,1532540,3
1910,1.0,1.0,31,-23.6453107,-46.7036605,369275,3
8048,4.0,4.0,220,-23.5351832,-46.6650145,3245020,2
98,3.0,2.0,108,-23.5335226,-46.6925938,1070000,3
13943,4.0,3.0,245,-23.5808741,-46.6529586,2808160,3
6062,4.0,3.0,193,-23.6129473,-46.6244062,1757190,3
17051,3.0,1.0,240,-23.557421,-46.6662968,3520830,3
5659,4.0,2.0,90,-23.5994853,-46.6123133,592110,2
13986,1.0,1.0,79,-23.587501,-46.632405,897875,3
11749,4.0,3.0,180,-23.6264887,-46.7235274,1714780,3
11914,3.0,2.0,84,-23.6129193,-46.6828615,916272,3
8423,4.0,4.0,278,-23.5388166,-46.6674956,3876690,2
17901,4.0,3.0,185,-23.549669,-46.5703733,1090220,2
12701,4.0,4.0,234,-23.6096391,-46.6820935,2445740,3
6148,2.0,1.0,65,-23.6258056,-46.6321745,457452,3
6882,4.0,3.0,230,-23.580986,-46.618195,1668370,3
15781,2.0,1.0,70,-23.6241352,-46.6481024,440079,3
4579,4.0,3.0,236,-23.5383965,-46.6603786,2134640,3
16042,4.0,3.0,270,-23.6091623,-46.6553451,2812500,3
3251,2.0,1.0,49,-23.5587861,-46.6835003,545933,2
1262,2.0,1.0,50,-23.5423554,-46.716605,425679,3
6796,2.0,1.0,58,-23.6046674,-46.6212012,490103,3
16414,2.0,1.0,47,-23.6404864,-46.6526494,363680,3
9458,3.0,4.0,260,-23.5779741,-46.6697694,5287670,3
11802,3.0,1.0,68,-23.5961957,-46.7255892,566294,2
9450,3.0,3.0,414,-23.581733,-46.6737597,5153010,2
6767,3.0,2.0,150,-23.6275214,-46.6400858,1336560,3
10878,3.0,3.0,181,-23.6247745,-46.7341403,930330,3
8699,3.0,6.0,593,-23.5843481,-46.6854748,11853000,3
15282,2.0,2.0,130,-23.5954209,-46.6772848,1222530,1
6933,3.0,2.0,144,-23.5716359,-46.6164866,1347390,3
4652,3.0,1.0,128,-23.5470438,-46.6604554,1166250,3
8408,3.0,1.0,81,-23.4926676,-46.6941298,443406,2
5000,4.0,6.0,569,-23.5453311,-46.6600377,12615600,3
3001,1.0,2.0,158,-23.5641066,-46.681608,1999480,2
10652,4.0,3.0,176,-23.5664326,-46.6614462,2297210,2
13397,3.0,2.0,220,-23.5903462,-46.630277,1963140,3
4921,4.0,1.0,152,-23.5484754,-46.660138,1703370,3
5202,3.0,2.0,130,-23.5418265,-46.6606603,1943510,3
4771,3.0,1.0,130,-23.5376504,-46.6546528,1198960,3
14463,4.0,3.0,151,-23.585134,-46.632858,1601570,3
17145,2.0,1.0,65,-23.5694927,-46.6368942,550026,2
3457,2.0,1.0,80,-23.5656434,-46.695437,799411,2
16064,3.0,3.0,227,-23.6043633,-46.6672708,2884050,3
5651,3.0,3.0,141,-23.612312,-46.631945,1418100,3
3243,4.0,3.0,200,-23.5618701,-46.695549,1992730,1
10940,3.0,2.0,71,-23.6294878,-46.7314587,578407,3
13122,3.0,2.0,94,-23.587283,-46.631203,842632,3
3746,2.0,1.0,80,-23.5950608,-46.6684741,1013550,3
9193,3.0,1.0,85,-23.5834017,-46.6771995,1050120,3
2345,4.0,4.0,251,-23.6227529,-46.6767614,3225330,2
3512,4.0,4.0,233,-23.5908434,-46.6694518,3970670,3
9647,3.0,1.0,200,-23.5656498,-46.6571626,2710830,3
8235,4.0,3.0,190,-23.5351429,-46.6697666,2802520,2
8058,4.0,3.0,410,-23.4923839,-46.6307611,2432890,3
12892,3.0,2.0,98,-23.6242238,-46.7291567,580893,2
2559,4.0,2.0,160,-23.6337729,-46.6916626,1143670,2
8743,1.0,1.0,60,-23.5879841,-46.6710765,1140050,3
15590,2.0,1.0,84,-23.5943934,-46.6843771,1221730,3
1501,3.0,3.0,190,-23.5406634,-46.7182035,2622380,3
16038,4.0,3.0,184,-23.6271223,-46.6440676,2098780,2
16134,4.0,3.0,209,-23.6074418,-46.664583,3665230,3
3891,4.0,5.0,518,-23.5920548,-46.6680151,8548520,3
6862,3.0,1.0,100,-23.6359233,-46.6404377,637965,2
16572,3.0,3.0,204,-23.6033109,-46.6590543,2498930,3
17323,2.0,2.0,90,-23.5753772,-46.6353387,855981,3
9663,3.0,1.0,180,-23.5718296,-46.6565191,2100490,2
15522,3.0,3.0,300,-23.5893512,-46.6711869,4563650,3
